ContigName	UniqueTotReads	MultiTotReads	totalreadsgoodmapped
comp1376_c0_seq1	18	1	19
comp1377_c0_seq1	11	0	11
comp1378_c0_seq1	22	1	23
comp1379_c0_seq1	3	0	3
comp137_c0_seq1	15	1	16
comp1380_c0_seq1	7	0	7
comp1381_c0_seq1	4	1	5
comp1382_c0_seq1	11	1	12
comp1383_c0_seq1	13	1	14
comp1384_c0_seq1	3	1	4
comp1386_c0_seq1	10	1	11
comp1387_c0_seq1	10	1	11
comp1388_c0_seq1	8	0	8
comp1389_c0_seq1	16	2	18
comp1390_c0_seq1	8	0	8
comp1391_c0_seq1	6	0	6
comp1392_c0_seq1	15	1	16
comp1393_c0_seq1	10	1	11
comp1394_c0_seq1	13	0	13
comp1395_c0_seq1	9	0	9
comp1396_c0_seq1	15	3	18
comp1397_c0_seq1	10	3	13
comp1398_c0_seq1	3	1	4
comp1399_c0_seq1	16	2	18
comp139_c0_seq1	10	2	12
comp1400_c0_seq1	7	2	9
comp1401_c0_seq1	1	0	1
comp1402_c0_seq1	12	1	13
comp1403_c0_seq1	2	0	2
comp1404_c0_seq1	1	0	1
comp1405_c0_seq1	6	2	8
comp1406_c0_seq1	11	0	11
comp1407_c0_seq1	2	0	2
comp1408_c0_seq1	15	1	16
comp1409_c0_seq1	1	0	1
comp140_c0_seq1	8	0	8
comp1410_c0_seq1	8	0	8
comp1411_c0_seq1	0	1	1
comp1412_c0_seq1	12	3	15
comp1413_c0_seq1	14	1	15
comp1414_c0_seq1	6	0	6
comp1415_c0_seq1	3	0	3
comp1416_c0_seq1	6	3	9
comp1417_c0_seq1	12	3	15
comp1418_c0_seq1	5	0	5
comp1419_c0_seq1	14	1	15
comp141_c0_seq1	39	4	43
comp1420_c0_seq1	5	1	6
comp1421_c0_seq1	1	1	2
comp1422_c0_seq1	7	0	7
comp1423_c0_seq1	8	0	8
comp1424_c0_seq1	13	2	15
comp1425_c0_seq1	8	1	9
comp1426_c0_seq1	7	0	7
comp1427_c0_seq1	4	0	4
comp1428_c0_seq1	14	1	15
comp1429_c0_seq1	9	0	9
comp1431_c0_seq1	1	2	3
comp1432_c0_seq1	10	0	10
comp1433_c0_seq1	5	0	5
comp1434_c0_seq1	7	0	7
comp1435_c0_seq1	2	1	3
comp1436_c0_seq1	14	0	14
comp1437_c0_seq1	11	0	11
comp1438_c0_seq1	2	0	2
comp1439_c0_seq1	4	0	4
comp143_c0_seq1	7	0	7
comp1440_c0_seq1	13	4	17
comp1441_c0_seq1	8	0	8
comp1442_c0_seq1	4	0	4
comp1443_c0_seq1	6	1	7
comp1444_c0_seq1	2	0	2
comp1445_c0_seq1	8	2	10
comp1446_c0_seq1	4	2	6
comp1447_c0_seq1	6	1	7
comp1448_c0_seq1	5	1	6
comp1449_c0_seq1	1	1	2
comp144_c0_seq1	23	5	28
comp1450_c0_seq1	5	0	5
comp1451_c0_seq1	5	0	5
comp1452_c0_seq1	5	1	6
comp1453_c0_seq1	5	0	5
comp1454_c0_seq1	21	1	22
comp1455_c0_seq1	2	1	3
comp1456_c0_seq1	7	0	7
comp1457_c0_seq1	5	1	6
comp1458_c0_seq1	3	1	4
comp1459_c0_seq1	10	2	12
comp145_c0_seq1	9	1	10
comp1460_c0_seq1	3	2	5
comp1461_c0_seq1	11	2	13
comp1462_c0_seq1	1	0	1
comp1463_c0_seq1	11	2	13
comp1464_c0_seq1	7	1	8
comp1465_c0_seq1	8	1	9
comp1466_c0_seq1	4	2	6
comp1467_c0_seq1	5	1	6
comp1468_c0_seq1	5	0	5
comp1469_c0_seq1	3	0	3
comp146_c0_seq1	22	3	25
comp1470_c0_seq1	11	2	13
comp1471_c0_seq1	0	0	0
comp1472_c0_seq1	8	0	8
comp1473_c0_seq1	7	2	9
comp1474_c0_seq1	25	4	29
comp1475_c0_seq1	7	1	8
comp1476_c0_seq1	6	0	6
comp1477_c0_seq1	7	0	7
comp1478_c0_seq1	13	1	14
comp1479_c0_seq1	8	1	9
comp147_c0_seq1	46	2	48
comp1480_c0_seq1	14	3	17
comp1481_c0_seq1	0	0	0
comp1482_c0_seq1	6	1	7
comp1483_c0_seq1	13	0	13
comp1484_c0_seq1	3	2	5
comp1485_c0_seq1	20	3	23
comp1486_c0_seq1	0	0	0
comp1487_c0_seq1	3	0	3
comp1488_c0_seq1	8	0	8
comp1489_c0_seq1	17	2	19
comp148_c0_seq1	50	0	50
comp1490_c0_seq1	18	1	19
comp1491_c0_seq1	10	0	10
comp1492_c0_seq1	5	1	6
comp1493_c0_seq1	14	1	15
comp1494_c0_seq1	4	0	4
comp1495_c0_seq1	11	0	11
comp1496_c0_seq1	1	1	2
comp1497_c0_seq1	13	1	14
comp1498_c0_seq1	6	5	11
comp1499_c0_seq1	15	3	18
comp149_c0_seq1	14	1	15
comp1500_c0_seq1	17	2	19
comp1501_c0_seq1	6	0	6
comp1502_c0_seq1	5	0	5
comp1503_c0_seq1	2	1	3
comp1504_c0_seq1	29	4	33
comp1505_c0_seq1	15	0	15
comp1506_c0_seq1	4	0	4
comp1507_c0_seq1	12	1	13
comp1508_c0_seq1	6	0	6
comp1509_c0_seq1	5	2	7
comp150_c0_seq1	14	5	19
comp1510_c0_seq1	4	0	4
comp1511_c0_seq1	4	2	6
comp1512_c0_seq1	16	1	17
comp1513_c0_seq1	6	0	6
comp1514_c0_seq1	1	1	2
comp1515_c0_seq1	1	0	1
comp1516_c0_seq1	3	0	3
comp1518_c0_seq1	3	0	3
comp1519_c0_seq1	11	0	11
comp151_c0_seq1	8	1	9
comp1520_c0_seq1	8	1	9
comp1521_c0_seq1	8	0	8
comp1522_c0_seq1	12	2	14
comp1523_c0_seq1	6	1	7
comp1524_c0_seq1	5	2	7
comp1525_c0_seq1	5	1	6
comp1526_c0_seq1	5	1	6
comp1527_c0_seq1	6	0	6
comp1528_c0_seq1	4	0	4
comp1529_c0_seq1	17	0	17
comp152_c0_seq1	8	1	9
comp1530_c0_seq1	14	0	14
comp1531_c0_seq1	11	2	13
comp1532_c0_seq1	5	0	5
comp1533_c0_seq1	12	4	16
comp1534_c0_seq1	10	0	10
comp1535_c0_seq1	3	1	4
comp1536_c0_seq1	4	0	4
comp1537_c0_seq1	7	0	7
comp1538_c0_seq1	8	2	10
comp1539_c0_seq1	8	0	8
comp153_c0_seq1	23	2	25
comp1540_c0_seq1	10	0	10
comp1541_c0_seq1	29	3	32
comp1542_c0_seq1	9	0	9
comp1543_c0_seq1	1	1	2
comp1544_c0_seq1	10	1	11
comp1545_c0_seq1	10	1	11
comp1546_c0_seq1	3	0	3
comp1547_c0_seq1	16	2	18
comp1548_c0_seq1	5	1	6
comp1549_c0_seq1	9	4	13
comp154_c0_seq1	9	2	11
comp1550_c0_seq1	9	3	12
comp1551_c0_seq1	7	0	7
comp1552_c0_seq1	2	1	3
comp1553_c0_seq1	6	1	7
comp1554_c0_seq1	22	2	24
comp1555_c0_seq1	3	1	4
comp1556_c0_seq1	3	1	4
comp1557_c0_seq1	4	0	4
comp1558_c0_seq1	6	0	6
comp1559_c0_seq1	11	0	11
comp155_c0_seq1	32	4	36
comp1560_c0_seq1	7	1	8
comp1561_c0_seq1	16	2	18
comp1562_c0_seq1	8	3	11
comp1563_c0_seq1	3	1	4
comp1564_c0_seq1	14	0	14
comp1566_c0_seq1	7	1	8
comp1567_c0_seq1	16	1	17
comp1568_c0_seq1	1	1	2
comp1569_c0_seq1	10	0	10
comp156_c0_seq1	4	0	4
comp1570_c0_seq1	15	0	15
comp1571_c0_seq1	4	0	4
comp1572_c0_seq1	3	1	4
comp1573_c0_seq1	3	0	3
comp1574_c0_seq1	3	0	3
comp1575_c0_seq1	6	0	6
comp1576_c0_seq1	9	1	10
comp1577_c0_seq1	13	4	17
comp1578_c0_seq1	4	0	4
comp1579_c0_seq1	3	0	3
comp157_c0_seq1	5	0	5
comp1580_c0_seq1	8	0	8
comp1581_c0_seq1	5	1	6
comp1582_c0_seq1	19	1	20
comp1583_c0_seq1	9	0	9
comp1584_c0_seq1	8	0	8
comp1585_c0_seq1	7	3	10
comp1586_c0_seq1	11	1	12
comp1587_c0_seq1	8	1	9
comp1588_c0_seq1	9	1	10
comp1589_c0_seq1	19	1	20
comp158_c0_seq1	51	1	52
comp1590_c0_seq1	7	2	9
comp1591_c0_seq1	9	1	10
comp1592_c0_seq1	7	0	7
comp1593_c0_seq1	10	0	10
comp1594_c0_seq1	15	1	16
comp1595_c0_seq1	24	1	25
comp1596_c0_seq1	6	1	7
comp1597_c0_seq1	1	0	1
comp1598_c0_seq1	6	2	8
comp1599_c0_seq1	5	1	6
comp159_c0_seq1	21	3	24
comp1600_c0_seq1	8	1	9
comp1601_c0_seq1	21	1	22
comp1602_c0_seq1	3	0	3
comp1603_c0_seq1	7	0	7
comp1604_c0_seq1	7	3	10
comp1605_c0_seq1	7	4	11
comp1606_c0_seq1	11	2	13
comp1607_c0_seq1	16	1	17
comp1608_c0_seq1	7	0	7
comp1609_c0_seq1	14	3	17
comp160_c0_seq1	14	1	15
comp1610_c0_seq1	8	0	8
comp1611_c0_seq1	18	3	21
comp1612_c0_seq1	4	0	4
comp1613_c0_seq1	9	0	9
comp1614_c0_seq1	4	1	5
comp1615_c0_seq1	14	2	16
comp1616_c0_seq1	2	0	2
comp1617_c0_seq1	4	0	4
comp1618_c0_seq1	15	2	17
comp1619_c0_seq1	8	0	8
comp161_c0_seq1	25	3	28
comp1620_c0_seq1	3	0	3
comp1621_c0_seq1	6	2	8
comp1622_c0_seq1	14	2	16
comp1623_c0_seq1	6	0	6
comp1624_c0_seq1	3	0	3
comp1625_c0_seq1	11	0	11
comp1626_c0_seq1	14	1	15
comp1627_c0_seq1	0	1	1
comp1628_c0_seq1	5	2	7
comp1629_c0_seq1	3	0	3
comp1630_c0_seq1	19	0	19
comp1631_c0_seq1	13	2	15
comp1632_c0_seq1	9	1	10
comp1633_c0_seq1	6	1	7
comp1634_c0_seq1	12	4	16
comp1635_c0_seq1	6	0	6
comp1636_c0_seq1	8	0	8
comp1637_c0_seq1	4	2	6
comp1638_c0_seq1	12	0	12
comp1639_c0_seq1	2	1	3
comp163_c0_seq1	40	4	44
comp1640_c0_seq1	5	1	6
comp1641_c0_seq1	4	0	4
comp1642_c0_seq1	2	1	3
comp1643_c0_seq1	4	1	5
comp1644_c0_seq1	9	1	10
comp1645_c0_seq1	9	0	9
comp1646_c0_seq1	3	0	3
comp1647_c0_seq1	21	4	25
comp1648_c0_seq1	8	1	9
comp1649_c0_seq1	3	0	3
comp164_c0_seq1	113	3	116
comp1650_c0_seq1	2	1	3
comp1651_c0_seq1	3	0	3
comp1652_c0_seq1	8	0	8
comp1653_c0_seq1	8	1	9
comp1654_c0_seq1	12	1	13
comp1655_c0_seq1	7	0	7
comp1656_c0_seq1	7	1	8
comp1657_c0_seq1	11	4	15
comp1658_c0_seq1	4	2	6
comp1659_c0_seq1	5	0	5
comp165_c0_seq1	123	9	132
comp1660_c0_seq1	6	0	6
comp1661_c0_seq1	17	0	17
comp1662_c0_seq1	18	2	20
comp1663_c0_seq1	5	0	5
comp1664_c0_seq1	6	0	6
comp1665_c0_seq1	1	0	1
comp1666_c0_seq1	4	1	5
comp1667_c0_seq1	10	0	10
comp1668_c0_seq1	9	2	11
comp1669_c0_seq1	4	0	4
comp1670_c0_seq1	4	0	4
comp1671_c0_seq1	7	0	7
comp1672_c0_seq1	9	0	9
comp1673_c0_seq1	5	2	7
comp1674_c0_seq1	2	1	3
comp1675_c0_seq1	5	1	6
comp1676_c0_seq1	8	1	9
comp1677_c0_seq1	19	2	21
comp1678_c0_seq1	0	1	1
comp1679_c0_seq1	10	1	11
comp167_c0_seq1	79	3	82
comp1680_c0_seq1	5	1	6
comp1681_c0_seq1	5	1	6
comp1682_c0_seq1	6	0	6
comp1683_c0_seq1	15	0	15
comp1684_c0_seq1	5	0	5
comp1685_c0_seq1	4	0	4
comp1686_c0_seq1	2	0	2
comp1687_c0_seq1	4	0	4
comp1688_c0_seq1	3	0	3
comp1689_c0_seq1	38	3	41
comp168_c0_seq1	103	2	105
comp1690_c0_seq1	6	0	6
comp1691_c0_seq1	10	1	11
comp1692_c0_seq1	1	1	2
comp1693_c0_seq1	6	0	6
comp1694_c0_seq1	6	0	6
comp1696_c0_seq1	3	5	8
comp1697_c0_seq1	2	1	3
comp1698_c0_seq1	6	0	6
comp1699_c0_seq1	0	1	1
comp169_c0_seq1	30	0	30
comp16_c0_seq1	2	0	2
comp1700_c0_seq1	21	1	22
comp1701_c0_seq1	7	0	7
comp1702_c0_seq1	8	0	8
comp1703_c0_seq1	8	0	8
comp1704_c0_seq1	2	0	2
comp1705_c0_seq1	0	0	0
comp1706_c0_seq1	3	1	4
comp1707_c0_seq1	12	2	14
comp1708_c0_seq1	7	1	8
comp1709_c0_seq1	12	2	14
comp170_c0_seq1	25	0	25
comp1710_c0_seq1	5	0	5
comp1711_c0_seq1	3	1	4
comp1712_c0_seq1	12	0	12
comp1713_c0_seq1	10	2	12
comp1714_c0_seq1	6	1	7
comp1715_c0_seq1	21	4	25
comp1716_c0_seq1	6	0	6
comp1717_c0_seq1	7	3	10
comp1718_c0_seq1	9	1	10
comp1719_c0_seq1	6	1	7
